name,team,source_url,source_date,verified_on
Malik Monk,SAC,https://www.cbssports.com/fantasy/basketball/news/kings-malik-monk-shaky-standing-for-2026-27/,accessed 2026-07-13,2026-07-13
Darius Acuff,SAC,https://sports.yahoo.com/articles/no-7-overall-pick-darius-185917125.html,accessed 2026-07-13,2026-07-13
Keon Ellis,BKN,https://www.espn.com/nba/story/_/id/49231668/sources-keon-ellis-agrees-2-year-18m-deal-nets,2026-07-01,2026-07-13
Stephon Castle,SAS,https://airalamo.com/spurs-projected-starting-lineup-depth-chart-after-flurry-offseason-moves,accessed 2026-07-13,2026-07-13
Dylan Harper,SAS,https://airalamo.com/spurs-projected-starting-lineup-depth-chart-after-flurry-offseason-moves,accessed 2026-07-13,2026-07-13
Devin Vassell,SAS,https://airalamo.com/spurs-projected-starting-lineup-depth-chart-after-flurry-offseason-moves,accessed 2026-07-13,2026-07-13
Keldon Johnson,SAS,https://airalamo.com/spurs-projected-starting-lineup-depth-chart-after-flurry-offseason-moves,accessed 2026-07-13,2026-07-13
Jeremy Sochan,POR,https://www.hoopsrumors.com/2026/08/trail-blazers-jeremy-sochan-agree-to-one-year-deal.html,2026-08-01,2026-08-13
Brandon Ingram,TOR,https://www.cp24.com/news/sports/2026/09/02/nba-ruling-clears-major-hurdle-for-kawhi-leonards-return-to-raptors/,2026-09-02,2026-09-02
RJ Barrett,TOR,https://www.si.com/nba/raptors/onsi/projecting-raptors-new-starting-lineup-kawhi-leonard-trade,accessed 2026-07-13,2026-07-13
Immanuel Quickley,TOR,https://www.si.com/nba/raptors/onsi/projecting-raptors-new-starting-lineup-kawhi-leonard-trade,accessed 2026-07-13,2026-07-13
Jakob Poeltl,TOR,https://www.si.com/nba/raptors/onsi/projecting-raptors-new-starting-lineup-kawhi-leonard-trade,accessed 2026-07-13,2026-07-13
Kawhi Leonard,LAC,https://www.cp24.com/news/sports/2026/09/02/nba-ruling-clears-major-hurdle-for-kawhi-leonards-return-to-raptors/,2026-09-02,2026-09-02
Gradey Dick,TOR,https://www.cp24.com/news/sports/2026/09/02/nba-ruling-clears-major-hurdle-for-kawhi-leonards-return-to-raptors/,2026-09-02,2026-09-02
Darryn Peterson,UTA,https://www.deseret.com/sports/2026/06/23/utah-jazz-select-darryn-peterson-in-2026-nba-draft/,2026-06-23,2026-07-13
Keyonte George,UTA,https://bleacherreport.com/articles/25426179-jazzs-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Kyle Filipowski,UTA,https://bleacherreport.com/articles/25426179-jazzs-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Ace Bailey,UTA,https://bleacherreport.com/articles/25426179-jazzs-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Isaiah Collier,UTA,https://bleacherreport.com/articles/25426179-jazzs-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Brice Sensabaugh,UTA,https://bleacherreport.com/articles/25426179-jazzs-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Alex Sarr,WAS,https://bleacherreport.com/articles/25426625-wizards-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Bilal Coulibaly,WAS,https://bleacherreport.com/articles/25426625-wizards-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Khris Middleton,WAS,https://www.washingtontimes.com/news/2026/jul/8/wizards-add-forward-khris-middleton-six-team-trade-latest-move-path/,2026-07-08,2026-07-13
Bub Carrington,WAS,https://bleacherreport.com/articles/25426625-wizards-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
Tre Johnson,WAS,https://bleacherreport.com/articles/25426625-wizards-active-roster-draft-class-2026-27-salary-info-and-free-agents-after-nba-draft-results,accessed 2026-07-13,2026-07-13
CJ McCollum,ATL,https://www.espn.com/nba/story/_/id/49135921/cj-mccollum-stays-hawks-1-year-21m-extension,late June 2026,2026-07-13
Dyson Daniels,ATL,https://www.si.com/nba/hawks/onsi/live-tracking-atlanta-hawks-depth-chart-after-every-free-agent-signing-01kwdt2x8f5t,accessed 2026-07-13,2026-07-13
Onyeka Okongwu,ATL,https://www.si.com/nba/hawks/onsi/live-tracking-atlanta-hawks-depth-chart-after-every-free-agent-signing-01kwdt2x8f5t,accessed 2026-07-13,2026-07-13
Zaccharie Risacher,DAL,https://sports.yahoo.com/nba/breaking-news/article/thunder-trade-lu-dort-to-hawks-former-no-1-pick-zaccharie-risacher-heads-to-mavericks-in-3-team-deal-160558826.html,2026-07-19,2026-07-27
Nickeil Alexander-Walker,ATL,https://www.si.com/nba/hawks/onsi/live-tracking-atlanta-hawks-depth-chart-after-every-free-agent-signing-01kwdt2x8f5t,accessed 2026-07-13,2026-07-13
Zuby Ejiofor,ATL,https://redstormsports.com/news/2026/6/23/mens-basketball-zuby-ejiofor-selected-by-the-atlanta-hawks-in-the-2026-nba-draft,2026-06-23,2026-07-13
Nikola Jovic,MIA,https://www.hoopsrumors.com/2026/07/heat-notes-jovic-wiggins-hardaway-lebron-keels.html,2026-07 (accessed 2026-07-13),2026-07-13
Jaime Jaquez Jr,MIL,https://www.espn.com/nba/story/_/id/49149967/bucks-trading-giannis-antetokounmpo-bobby-portis-heat-tyler-herro-kelel-ware-jaime-jaquez-jr-kasparas-jakucionis-picks,2026-07-06,2026-07-13
Ryan Rollins,MIL,https://www.spotrac.com/nba/player/_/id/78155/ryan-rollins,accessed 2026-07-13,2026-07-13
Taylor Hendricks,MEM,https://www.cbssports.com/fantasy/basketball/news/grizzlies-taylor-hendricks-traded-to-memphis/,2026-02-03,2026-07-13
Goga Bitadze,ORL,https://x.com/OMagicHQ/status/1938413746969579581,accessed 2026-07-13,2026-07-13
Tristan da Silva,ORL,https://www.nba.com/player/1641783/tristan-da-silva,accessed 2026-07-13,2026-07-13
Ron Holland,DET,https://fadeawayworld.net/nba-trade-rumors/detroit-pistons/nba-rumors-pistons-could-make-a-major-move-after-trade-with-bucks,2026-07,2026-07-13
Jusuf Nurkic,UTA,https://www.hoopsrumors.com/2026/06/jazz-jusuf-nurkic-agree-to-two-year-deal.html,2026-06 (per URL; FA re-signing),2026-07-13
LeBron James,PHI,https://www.espn.com/nba/story/_/id/49440164/lebron-chooses-76ers-sign-2-year-8-million-contract,2026-07-24,2026-07-27
Miles Bridges,PHX,https://www.espn.com/nba/story/_/id/49208142/sources-hornets-trade-veteran-miles-bridges-suns,2026-07-13 (official),2026-07-27
Day'Ron Sharpe,BKN,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Ty Jerome,MEM,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Kyshawn George,WAS,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Peyton Watson,CLE,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Sandro Mamukelashvili,LAL,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Cedric Coward,MEM,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Collin Murray-Boyles,TOR,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Maxime Raynaud,SAC,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Saddiq Bey,NOP,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Ajay Mitchell,OKC,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Paul Reed,DET,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Collin Gillespie,PHX,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Morez Johnson Jr.,DAL,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Robert Williams III,POR,https://hashtagbasketball.com/fantasy-basketball-projections,2026-08-24,2026-08-24
Keaton Wallace,LAC,https://www.basketball-reference.com/players/w/wallake01.html,2026-08-25,2026-08-25
